,0
2010-01-28,-0.002716711630170483
2010-01-29,0.0010568779466991426
2010-02-01,0.008940202719823874
2010-02-02,0.009138395017157283
2010-02-03,0.0037287116917366484
2010-02-04,-0.009657826237661133
2010-02-05,0.0026738937229339507
2010-02-08,-0.005160726867257713
2010-02-09,0.005041529866624425
2010-02-10,0.0010691648147234303
2010-02-11,0.006677605568713472
2010-02-12,0.0006628172005861235
2010-02-16,0.0031063239189496935
2010-02-17,0.002698112283987232
2010-02-18,0.004393918721675764
2010-02-19,0.0007955468084713501
2010-02-22,-0.00014067854740140392
2010-02-23,0.0017109728800876662
2010-02-24,0.0025768545510595287
2010-02-25,-0.00022896553553599714
2010-02-26,0.0028068447590749754
2010-03-01,-0.0020660632993244046
2010-03-02,0.001420877363522761
2010-03-03,0.0024719145909523907
2010-03-04,-0.00027706349485467625
2010-03-05,-0.0025364173619523665
2010-03-08,-0.000916219066238022
2010-03-09,0.0017206323949566385
2010-03-10,-0.0006265424596173369
2010-03-11,0.0008116053092955075
2010-03-12,-0.000780245710849983
2010-03-15,-0.003278127050879646
2010-03-16,-0.0007360703653874898
2010-03-17,0.0003705366670855338
2010-03-18,0.0002956461653965685
2010-03-19,0.005300196493903449
2010-03-22,-0.004509687288479215
2010-03-23,-0.0002863025065995992
2010-03-24,0.0004037997540050021
2010-03-25,-0.003712496071012082
2010-03-26,0.005105823855315681
2010-03-29,0.0011832886906715267
2010-03-30,0.00012192183701609336
2010-03-31,0.004466040872124929
2010-04-01,0.005045572969838016
2010-04-05,0.0005139280053497244
2010-04-06,0.00018420171458074207
2010-04-07,-0.0028919139638521217
2010-04-08,-0.0023291185889743947
2010-04-09,0.0011687423688242081
2010-04-12,-0.0071536571465338735
2010-04-13,0.00819617758279765
2010-04-14,-0.005150726227828018
2010-04-15,-0.0031592372969195953
2010-04-16,0.00921499938177436
2010-04-19,0.003599210955373385
2010-04-20,-0.001886431471406341
2010-04-21,0.00016247051948571774
2010-04-22,-0.007338878691277776
2010-04-23,-0.004508331128854958
2010-04-26,0.001434288302407444
2010-04-27,0.005329264118044693
2010-04-28,0.00027595835335921643
2010-04-29,-0.004576226710511686
2010-04-30,0.0020979785562357505
2010-05-03,-0.00778128643226225
2010-05-04,-0.0010913481897692715
2010-05-05,0.0026928941345768656
2010-05-06,0.0010866320298541822
2010-05-07,0.004925695594949346
2010-05-10,0.010659641331515408
2010-05-11,-0.004189680873115331
2010-05-12,0.00028453157961735637
2010-05-13,0.001894033476836589
2010-05-14,-0.0018561492004163477
2010-05-17,0.0004710274892312468
2010-05-18,-0.004874425383836646
2010-05-19,0.0008148763043874445
2010-05-20,1.37289924572729e-05
2010-05-21,0.00967132806065931
2010-05-24,-0.004454466609733205
2010-05-25,0.000856911306391424
2010-05-26,0.004149241806701842
2010-05-27,0.012264494584596395
