,0
2010-01-21,0.001661933956251086
2010-01-22,-0.005782844509061669
2010-01-25,-0.0030416032739484355
2010-01-26,0.0017033172058589208
2010-01-27,0.0041950739913907496
2010-01-28,0.000870701012131176
2010-01-29,0.00041945158445091295
2010-02-01,-0.00019282022256009602
2010-02-02,-0.0017424780232492402
2010-02-03,0.002984702231612902
2010-02-04,0.0005836627648957752
2010-02-05,-0.00123120294554749
2010-02-08,0.0010448176508260926
2010-02-09,0.0028296271478618676
2010-02-10,-0.007049410762008078
2010-02-11,8.679870324658848e-06
2010-02-12,-0.0009440379754874564
2010-02-16,0.0008374131907426833
2010-02-17,0.00605783660550676
2010-02-18,0.0014533570219762198
2010-02-19,0.0024556537666956283
2010-02-22,-0.00241737785849732
2010-02-23,0.003235082690208314
2010-02-24,0.0020797931349065516
2010-02-25,-0.008842491955017153
2010-02-26,0.006419468738584607
2010-03-01,0.005695645957092628
2010-03-02,-0.001140559183242909
2010-03-03,-0.0050917414865043744
2010-03-04,-0.0013179845153973085
2010-03-05,0.003332942245564548
2010-03-08,-0.007016319204697042
2010-03-09,0.003920215360852273
2010-03-10,-0.00800952907895906
2010-03-11,-0.0036485304574478245
2010-03-12,-0.003973330414915719
2010-03-15,0.0050904373184721035
2010-03-16,0.0060992306032301765
2010-03-17,0.00028223806193835676
2010-03-18,0.00412869613935598
2010-03-19,0.0027316757225896715
2010-03-22,0.0016524753605258072
2010-03-23,0.0031993286004653996
2010-03-24,0.0002877339196151829
2010-03-25,0.0058660477172392915
2010-03-26,-0.05066708857001351
2010-03-29,-0.005583979104298152
2010-03-30,-0.0056994932529997626
2010-03-31,0.005914305244467541
2010-04-01,-0.002837635871595745
2010-04-05,-0.004821775174167708
2010-04-06,-0.006939333128100557
2010-04-07,0.00014341002555045418
2010-04-08,0.00037792751922129586
2010-04-09,-0.0016151853045508874
2010-04-12,-0.006087717264594421
2010-04-13,-0.0036703764932521756
2010-04-14,0.000589611250614457
2010-04-15,-0.0037779191748607928
2010-04-16,0.001177597688481466
2010-04-19,0.0028573006606384065
2010-04-20,-0.0027356936368943706
2010-04-21,0.008012582359580092
2010-04-22,0.004313435503583438
2010-04-23,0.001583048308628651
2010-04-26,0.0007315993710815367
2010-04-27,-0.001534065858778151
2010-04-28,0.0019518094208058985
2010-04-29,-9.520627580944681e-06
2010-04-30,-0.008997653060871507
2010-05-03,-0.006231756619542111
2010-05-04,0.004756575249935802
2010-05-05,0.001895779319467107
2010-05-06,0.006622237487051381
2010-05-07,0.002849114165512496
2010-05-10,0.0024385563141129177
2010-05-11,-0.0008424558932144336
2010-05-12,0.0021318998418519298
2010-05-13,0.0013204398516928507
2010-05-14,0.003983550502830417
2010-05-17,0.009844121294277423
2010-05-18,-0.006840383500338429
2010-05-19,-0.00034478467446607684
2010-05-20,0.0042374344324711925
2010-05-21,0.0022837744408305636
2010-05-24,-0.0010293948002985116
2010-05-25,0.0030871237972365634
2010-05-26,0.0005389149136596164
2010-05-27,0.005620695149708706
2010-05-28,-0.004580506011740694
