,0
2010-02-26,0.004057496834420782
2010-03-01,-0.0012863984656674354
2010-03-02,0.0005953669241518889
2010-03-03,0.0027325139698921807
2010-03-04,-0.0015747860198023103
2010-03-05,-0.0014717640455855826
2010-03-08,0.0026570447503653123
2010-03-09,0.0016490417192691887
2010-03-10,0.0011994506737205066
2010-03-11,0.001609020481275857
2010-03-12,0.000566350594388014
2010-03-15,0.002542415189782152
2010-03-16,-0.0025901365536283006
2010-03-17,0.00021063006351274038
2010-03-18,0.0031234302542861424
2010-03-19,0.00457763004658953
2010-03-22,-0.0011126570538909641
2010-03-23,-0.003610296336869141
2010-03-24,0.0009229720530745959
2010-03-25,0.0015859748822619683
2010-03-26,-0.0005021030696701185
2010-03-29,-0.005089696499966802
2010-03-30,0.0003433793938761973
2010-03-31,-0.0014701310789687568
2010-04-01,-0.005514622385192485
2010-04-05,-0.003727105231850294
2010-04-06,-0.002318901028190681
2010-04-07,-0.0013751670582304472
2010-04-08,0.001430955060600118
2010-04-09,0.00022408782526426517
2010-04-12,0.0005825555232097993
2010-04-13,-0.0001711225108628966
2010-04-14,0.0020089296502794405
2010-04-15,0.0002524188658209779
2010-04-16,0.0009603936669586175
2010-04-19,0.004187482855434046
2010-04-20,-0.003052558246201747
2010-04-21,0.0007737038419498485
2010-04-22,0.003331688490607142
2010-04-23,0.0002610563256529441
2010-04-26,0.0013508243079630054
2010-04-27,-0.002203304861652438
2010-04-28,0.001158660031128495
2010-04-29,0.005202324281525425
2010-04-30,-0.005974775955401681
2010-05-03,0.004897879294455023
2010-05-04,-0.003171018587302731
2010-05-05,0.0009352444940171022
2010-05-06,-0.0019645888223252758
2010-05-07,-0.00639496332540929
2010-05-10,0.012909949442955176
2010-05-11,0.0010692030392879636
2010-05-12,0.003147005052018117
2010-05-13,-0.004557083705221652
2010-05-14,-0.001157928240443079
2010-05-17,0.0052599701546712
2010-05-18,-0.003491904746292779
2010-05-19,0.0006808771486908434
2010-05-20,-0.004697829401570816
2010-05-21,0.0038037621112639967
2010-05-24,0.001976696440420878
2010-05-25,0.0024806450176026278
2010-05-26,0.0017288070313711615
2010-05-27,0.008244922668193197
2010-05-28,-0.0005150290283168176
2010-06-01,-0.0018777368841018604
2010-06-02,-0.001379078426458119
2010-06-03,0.0021972088069260156
2010-06-04,-0.009693924189480327
2010-06-07,-0.0125275805571716
2010-06-08,-0.004978048269098522
2010-06-09,0.0025691011485235557
2010-06-10,0.006178846728516938
2010-06-11,0.003429216946915394
2010-06-14,0.0035394762980981266
2010-06-15,0.0043828544220654905
2010-06-16,0.003758510926556757
2010-06-17,0.002065833906069808
2010-06-18,0.0019721030699904117
2010-06-21,-0.004360568317864476
2010-06-22,-0.0005672589428890504
2010-06-23,-0.0009756650932882849
2010-06-24,-0.0005987409486241727
2010-06-25,0.0026627509468742233
2010-06-28,0.0008993634245814707
2010-06-29,0.0008882343369041063
2010-06-30,-0.0016483542461370182
2010-07-01,-0.0010692299139526086
2010-07-02,-0.003079640011650665
2010-07-06,-0.006943042538869794
2010-07-07,0.0016549532181924082
2010-07-08,0.0016785605354375207
2010-07-09,-0.00034554695025760737
2010-07-12,-0.0017654595450606343
2010-07-13,-0.0007547513597636751
2010-07-14,-0.002105809531406019
2010-07-15,-0.0014800125933230339
2010-07-16,2.1328865852883027e-05
2010-07-19,0.0017710550803384177
2010-07-20,0.0007689831608469752
2010-07-21,-0.003405706524356021
2010-07-22,-0.003884780422908201
2010-07-23,-0.0025676880647952467
2010-07-26,-0.0007689502069508367
2010-07-27,-0.0009774691003860017
2010-07-28,0.004441616641503455
2010-07-29,0.0006197675875643349
2010-07-30,0.0022741925533080946
2010-08-02,-0.004238982909837662
2010-08-03,0.0017870326610033643
2010-08-04,-0.0023167632975017796
2010-08-05,0.0004614695577322037
2010-08-06,-0.0018607553845206262
2010-08-09,-0.0009168565309470001
2010-08-10,0.0028512333874609027
2010-08-11,-0.0010314637786512468
2010-08-12,0.0023731606040879316
2010-08-13,0.0003098954677417721
2010-08-16,0.03165985451571316
2010-08-17,-0.00253169382516664
2010-08-18,-0.0010197909125517146
2010-08-19,0.0028570729389134288
2010-08-20,0.0033257347489312654
2010-08-23,0.011135385155817126
2010-08-24,0.006547257928082233
2010-08-25,-0.00656985564725298
2010-08-26,0.0020363411918860623
2010-08-27,-0.002342453781173587
2010-08-30,0.004581473562799237
2010-08-31,0.0009876491934710484
2010-09-01,-0.002144072019226201
2010-09-02,-0.004463972374718431
2010-09-03,-0.002243818757456449
2010-09-07,0.007420422190582855
2010-09-08,-0.0025443890411892397
2010-09-09,-0.0004786918647773149
2010-09-10,-0.002111379243192276
2010-09-13,-0.003950615210746466
2010-09-14,0.0032015682884634256
2010-09-15,-0.0003423960967737067
2010-09-16,0.00019081706904810472
2010-09-17,0.30492388602533643
2010-09-20,-0.001197347647710185
2010-09-21,0.0018516551496544236
2010-09-22,1.2359772331069576e-05
2010-09-23,-0.0004502384629154277
2010-09-24,-0.0003143090983726187
2010-09-27,0.0003935511514296488
2010-09-28,-0.0023003632375807595
2010-09-29,-0.003189312234779855
2010-09-30,-0.002286480714960541
2010-10-01,0.00028748122496669644
2010-10-04,0.004902504187126397
2010-10-05,-0.005353902352798051
2010-10-06,-0.002454554322641689
2010-10-07,-0.0012952272146492844
2010-10-08,-0.0016686679297969473
2010-10-11,0.002101362867632361
2010-10-12,0.0007026394906677075
2010-10-13,-0.004882077717989816
2010-10-14,0.0028725708073172756
2010-10-15,-0.0003084584660209635
2010-10-18,-0.004479481090063103
2010-10-19,-0.0016304318517701808
2010-10-20,0.0016839446235037616
2010-10-21,0.002772778082139877
2010-10-22,0.0012460918017324892
2010-10-25,0.003148238851181441
2010-10-26,0.0011900491899753758
2010-10-27,-0.00028422556695625314
2010-10-28,0.004337881095664247
2010-10-29,0.0036748521345407736
2010-11-01,0.004086859382609136
2010-11-02,-0.002262331205497298
2010-11-03,-0.001780156205138978
2010-11-04,-0.0019581502763083725
2010-11-05,-0.0015000549146640296
2010-11-08,0.0037244532841217695
2010-11-09,-0.0009504982807918508
2010-11-10,-0.00140156036605395
2010-11-11,0.001036348858229264
2010-11-12,-0.00047365790841879976
2010-11-15,-0.0014924573798530815
2010-11-16,-0.005849208652989436
2010-11-17,0.006450098514104295
2010-11-18,0.0037462762264168993
2010-11-19,0.00259574349801901
2010-11-22,0.0063753997293581445
2010-11-23,-0.0006710389921367164
2010-11-24,0.002576928758483728
2010-11-26,0.0019822953584743065
2010-11-29,0.0009472302195080361
2010-11-30,3.9875543568976634e-05
2010-12-01,0.0008545990422705166
2010-12-02,-0.0009786676893289799
2010-12-03,0.0022769512215221575
2010-12-06,0.0009607848659825482
2010-12-07,-0.005822230789456345
2010-12-08,-0.004093429281465599
2010-12-09,-0.0005766193562877511
2010-12-10,-0.00013616479040826302
2010-12-13,-0.0038831171619064958
2010-12-14,0.0004195341082486357
2010-12-15,-0.0005937379864551874
2010-12-16,0.003952056035962782
2010-12-17,-0.00280218309238116
2010-12-20,-0.00044514489921174615
2010-12-21,0.0016944637529793458
2010-12-22,-0.005677610018687725
2010-12-23,-0.0011691442696893633
2010-12-27,-0.0027317698291419086
2010-12-28,3.031561421143014e-05
2010-12-29,0.000930550736210495
2010-12-30,0.000284732616394432
2010-12-31,-0.0003667741402970478
2011-01-03,0.002941943836667785
2011-01-04,-0.007053235650722436
2011-01-05,0.0005984567859787296
2011-01-06,-0.0005574608686334563
2011-01-07,0.00043353300984909495
2011-01-10,0.003503187815501994
2011-01-11,0.0031055784643630757
2011-01-12,0.0018192424253108265
2011-01-13,0.00019902151529377745
2011-01-14,-0.0022353605509206047
2011-01-18,-0.0017585275679603538
2011-01-19,-0.0034398978082052223
2011-01-20,-0.00664652751835979
2011-01-21,-0.0014959690855769034
2011-01-24,0.00034570089217841036
2011-01-25,0.000612268175378112
2011-01-26,0.008865914401840903
2011-01-27,-0.0002346244485641656
2011-01-28,-0.007715930514350433
2011-01-31,0.0035932957464841187
2011-02-01,0.014407559630299122
2011-02-02,-0.004051935456731284
2011-02-03,0.002787287752635805
2011-02-04,0.005279820548462562
2011-02-07,0.004271789693913659
2011-02-08,0.0038733623525478576
2011-02-09,-0.0032545901029994427
2011-02-10,0.002959706051102996
2011-02-11,0.004765995318183135
2011-02-14,0.00400123806378014
2011-02-15,-0.003651931552288054
2011-02-16,0.000338589302880398
2011-02-18,-0.0001658047466023421
2011-02-22,-0.007307542606334819
